,ID,Nome,Empreendedor,CPF_CNPJ,UF,Município,Latitude,Longitude,Posicionamento,Categoria de Risco - CRI,Dano Potencial Associado - DPA,Necessita de PAEBM,Inserido na PNSB,Nível de Emergência,Status da DCE Atual,Status da DCO Atual,Tipo de Barragem de Mineração,A Barragem de Mineração possui outra estrutura de mineração interna selante de reservatório,Quantidade Diques Internos,Quantidade Diques Selantes,Cluster
46,8662,0-1,MINERACAO TABOCA S A,34019992000110,AM,PRESIDENTE FIGUEIREDO,-00°44'00.100'',-60°08'18.200'',Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 1,1º Campanha 2024 - Não Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,0.0,1.0,0
47,8771,189,MINERACAO TABOCA S A,34019992000110,AM,PRESIDENTE FIGUEIREDO,-00°47'22.400'',-60°00'46.900'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
48,8779,103 (Cruz),MINERACAO TABOCA S A,34019992000110,AM,PRESIDENTE FIGUEIREDO,-00°47'08.600'',-60°08'30.900'',Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0
49,8778,111 (Índio),MINERACAO TABOCA S A,34019992000110,AM,PRESIDENTE FIGUEIREDO,-00°47'22.800'',-60°08'39.400'',Sul do Equador,Média,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,4.0,4.0,0
50,8671,LAGOA FACEL 4 ,CADAM S.A.,04788980000190,PA,ALMEIRIM,-00°54'52.451'',-52°25'43.269'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
51,8674,LAGOA FACEL 3,CADAM S.A.,04788980000190,PA,ALMEIRIM,-00°54'40.017'',-52°25'56.866'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
52,8643,Barragem do Mirante I e II,CADAM S.A.,04788980000190,PA,ALMEIRIM,-00°53'51.400'',-52°26'30.500'',Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0
53,9062,Bacia 1 A,IMERYS RIO CAPIM CAULIM S.A.,16532798000152,PA,BARCARENA,-01°34'24.398'',-48°45'10.378'',Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0
54,9063,Bacia 1 B,IMERYS RIO CAPIM CAULIM S.A.,16532798000152,PA,BARCARENA,-01°34'27.000'',-48°45'01.800'',Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0
55,9064,Bacia 2,IMERYS RIO CAPIM CAULIM S.A.,16532798000152,PA,BARCARENA,-01°34'23.000'',-48°45'20.000'',Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0
56,9065,Bacia 3,IMERYS RIO CAPIM CAULIM S.A.,16532798000152,PA,BARCARENA,-01°34'14.200'',-48°45'25.300'',Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0
57,9067,Bacia 5 A,IMERYS RIO CAPIM CAULIM S.A.,16532798000152,PA,BARCARENA,-01°34'51.250'',-48°44'59.222'',Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0
58,9068,Bacia 5 B,IMERYS RIO CAPIM CAULIM S.A.,16532798000152,PA,BARCARENA,-01°34'52.827'',-48°45'04.708'',Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0
59,9069,Bacia 5 C,IMERYS RIO CAPIM CAULIM S.A.,16532798000152,PA,BARCARENA,-01°35'02.400'',-48°44'56.100'',Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0
60,9070,Bacia 6 A,IMERYS RIO CAPIM CAULIM S.A.,16532798000152,PA,BARCARENA,-01°34'58.000'',-48°44'49.400'',Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0
61,9073,Bacia de Segurança,IMERYS RIO CAPIM CAULIM S.A.,16532798000152,PA,BARCARENA,-01°34'53.137'',-48°44'44.034'',Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0
62,9741,Bacia 6B,IMERYS RIO CAPIM CAULIM S.A.,16532798000152,PA,BARCARENA,-01°34'49.000'',-48°44'51.400'',Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0
63,8435,1 Mina,VALE S.A.,33592510000154,PA,CANAÃ DOS CARAJÁS,-06°23'57.800'',-50°20'24.500'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
64,8619,1 Usina,VALE S.A.,33592510000154,PA,CANAÃ DOS CARAJÁS,-06°27'17.700'',-50°13'43.500'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
65,8620,3 Mina,VALE S.A.,33592510000154,PA,CANAÃ DOS CARAJÁS,-06°23'39.900'',-50°19'11.300'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
66,8621,Sul Pilha,VALE S.A.,33592510000154,PA,CANAÃ DOS CARAJÁS,-06°28'41.600'',-50°19'16.900'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
67,9137,CSO1,SALOBO METAIS S/A,33931478000194,PA,CANAÃ DOS CARAJÁS,-06°24'28.900'',-50°02'39.000'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
68,9136,BARRAGEM DO SOSSEGO,SALOBO METAIS S/A,33931478000194,PA,CANAÃ DOS CARAJÁS,-06°25'44.792'',-50°04'12.554'',Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,0.0,6.0,0
69,9138,PN - 1,SALOBO METAIS S/A,33931478000194,PA,CANAÃ DOS CARAJÁS,-06°24'20.600'',-50°03'25.600'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
70,9139,PN - 3,SALOBO METAIS S/A,33931478000194,PA,CANAÃ DOS CARAJÁS,-06°24'09.341'',-50°04'31.472'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
71,9140,PN - 4,SALOBO METAIS S/A,33931478000194,PA,CANAÃ DOS CARAJÁS,-06°24'41.461'',-50°01'59.710'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
72,9141,PN - 6,SALOBO METAIS S/A,33931478000194,PA,CANAÃ DOS CARAJÁS,-06°24'21.578'',-50°05'03.123'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
73,9142,PN -5,SALOBO METAIS S/A,33931478000194,PA,CANAÃ DOS CARAJÁS,-06°25'16.985'',-50°02'09.927'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
74,9143,PS -1,SALOBO METAIS S/A,33931478000194,PA,CANAÃ DOS CARAJÁS,-06°26'01.900'',-50°02'54.100'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
75,3831,Barragem de Rejeitos,Serra Pelada Companhia de Desenvolvimento Mineral,04828209000107,PA,CURIONÓPOLIS,-05°56'02.100'',-49°40'23.300'',Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
76,9358,Dique de Finos I,AVB MINERACAO LTDA.,07605563000152,PA,CURIONÓPOLIS,-06°14'52.779'',-49°44'47.639'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
77,9359,Dique de Finos II,AVB MINERACAO LTDA.,07605563000152,PA,CURIONÓPOLIS,-06°14'41.875'',-49°44'40.790'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
78,9650,Barragem I,CELESTA MINERACAO S.A,17755975000122,PA,CURIONÓPOLIS,-06°05'11.929'',-49°39'08.247'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
79,9986,Barragem II,CELESTA MINERACAO S.A,17755975000122,PA,CURIONÓPOLIS,-06°05'11.970'',-49°39'08.550'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
80,8440,Barragem Antas Norte,AVB MINERACAO LTDA.,07605563000152,PA,CURIONÓPOLIS,-06°14'10.040'',-49°45'59.230'',Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,-,Barragem/Barramento/Dique,Não,0.0,0.0,0
84,9417,Maney Mineração,Valdinei Mauro de Souza,***568360***,PA,ITAITUBA,-06°47'20.006'',-56°36'29.199'',Sul do Equador,Média,Baixa,Não,Sim,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
85,9813,Barragem B4,M. M. GOLD MINERACAO LTDA,28277368000110,PA,ITAITUBA,-06°21'49.800'',-56°16'09.250'',Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
86,9929,Lagoa São Chico,SERABI MINERACAO S.A.,04207303000130,PA,ITAITUBA,-06°24'55.980'',-55°58'14.840'',Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
87,10194,TSF,BRAZAURO RECURSOS MINERAIS S.A.,05943917000143,PA,ITAITUBA,-06°04'04.560'',-56°17'11.390'',Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
88,10195,CTSF,BRAZAURO RECURSOS MINERAIS S.A.,05943917000143,PA,ITAITUBA,-06°02'22.740'',-56°17'26.000'',Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3
89,9287,Bacia 17,SERABI MINERACAO S.A.,04207303000130,PA,ITAITUBA,-06°19'30.340'',-55°47'10.880'',Sul do Equador,Baixa,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,3
90,8990,BACIA DE REJEITOS 16,SERABI MINERACAO S.A.,04207303000130,PA,ITAITUBA,-06°19'30.300'',-55°47'04.200'',Sul do Equador,Baixa,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,3
91,9811,Barragem B2,M. M. GOLD MINERACAO LTDA,28277368000110,PA,ITAITUBA,-06°21'58.030'',-56°16'04.000'',Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0
92,9810,Barragem B1,M. M. GOLD MINERACAO LTDA,28277368000110,PA,ITAITUBA,-06°22'05.490'',-56°16'06.210'',Sul do Equador,Alta,Baixa,Não,Sim,Emergência Nivel 1,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Sim,2.0,0.0,3
